custom_edit_url	learn_path
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/netdata-apis.md	/docs/netdata-apis
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/install-with-a-cicd-provisioning-system.md	/docs/install-the-netdata-agent/install-with-a-cicd-provisioning-system
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/secure-nodes.md	/docs/typical-netdata-agent-configurations/securing-netdata-agents
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/install-netdata-on-embedded-systems.md	/docs/install-the-netdata-agent/install-netdata-on-embedded-systems
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/reverse-proxies.md	/docs/typical-netdata-agent-configurations/securing-netdata-agents/reverse-proxies
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/monitor-your-infrastructure.md	/docs/monitor-your-infrastructure
https://github.com/netdata/netdata/edit/master/docs/visualize/overview-infrastructure.md	/docs/netdata-dashboards-and-visualizations/infrastructure-overview
https://github.com/netdata/netdata/edit/master/docs/guides/collect-apache-nginx-web-logs.md	/docs/miscellaneous/monitor-nginx-or-apache-web-server-log-files-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/monitor-hadoop-cluster.md	/docs/miscellaneous/monitor-a-hadoop-cluster-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/using-host-labels.md	/docs/typical-netdata-agent-configurations/organize-systems-metrics-and-alerts
https://github.com/netdata/netdata/edit/master/docs/guides/collect-unbound-metrics.md	/docs/miscellaneous/monitor-unbound-dns-servers-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/monitor-cockroachdb.md	/docs/miscellaneous/monitor-cockroachdb-metrics-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/python-collector.md	/docs/contributing-to-netdata/external-plugins/python.d.plugin/develop-a-custom-data-collector-in-python
https://github.com/netdata/netdata/edit/master/docs/guides/configure/performance.md	/docs/typical-netdata-agent-configurations/how-to-optimize-the-netdata-agent-s-performance
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/lamp-stack.md	/docs/miscellaneous/lamp-stack-monitoring-linux-apache-mysql-php-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/process.md	/docs/miscellaneous/monitor-any-process-in-real-time-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/pi-hole-raspberry-pi.md	/docs/miscellaneous/monitor-pi-hole-and-a-raspberry-pi-with-netdata
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/raspberry-pi-anomaly-detection.md	/docs/miscellaneous/unsupervised-anomaly-detection-for-raspberry-pi-monitoring
https://github.com/netdata/netdata/edit/master/docs/guides/monitor/kubernetes-k8s-netdata.md	/docs/miscellaneous/kubernetes-monitoring-with-netdata-overview-and-visualizations
https://github.com/netdata/netdata/edit/master/docs/guides/troubleshoot/troubleshooting-agent-with-cloud-connection.md	/docs/typical-netdata-agent-configurations/troubleshoot-agent-cloud-connectivity-issues
https://github.com/netdata/netdata/edit/master/docs/guides/troubleshoot/monitor-debug-applications-ebpf.md	/docs/miscellaneous/monitor-troubleshoot-and-debug-applications-with-ebpf-metrics
https://github.com/netdata/netdata/edit/master/health/README.md	/docs/alerts-and-notifications
https://github.com/netdata/netdata/edit/master/health/REFERENCE.md	/docs/alerts-and-notifications/health-configuration-reference
https://github.com/netdata/netdata/edit/master/health/notifications/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications
https://github.com/netdata/netdata/edit/master/health/notifications/syslog/README.md	/docs/alerts-and-notifications/notifications/netdata-agent-notifications/syslog
